         619085 function calls (598864 primitive calls) in 0.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 error.py:74(APIError)
        1    0.000    0.000    0.000    0.000 error.py:157(RateLimitError)
        1    0.000    0.000    0.000    0.000 context.py:296(SpawnContext)
        1    0.000    0.000    0.000    0.000 resolver.py:167(Resolver)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 constructor.py:747(Constructor)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 socketserver.py:679(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 message.py:92(AnswerForNXDOMAIN)
        1    0.000    0.000    0.000    0.000 _streams.py:82(ObjectSendStream)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:640(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 socks.py:137(SOCKSHTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 client.py:1409(NotConnected)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:181(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 contextlib.py:479(__enter__)
        1    0.000    0.000    0.000    0.000 stripe_response.py:34(StripeStreamResponse)
        1    0.000    0.000    0.000    0.000 error.py:128(IdempotencyError)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 socketserver.py:682(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:692(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 transaction.py:74(ReadOnly)
        1    0.000    0.000    0.000    0.000 query.py:90(BadResponse)
        1    0.000    0.000    0.000    0.000 message.py:88(ChainTooLong)
        1    0.000    0.000    0.000    0.000 name.py:53(BadEscape)
        1    0.000    0.000    0.000    0.000 __init__.py:58(EmailSyntaxError)
        1    0.000    0.000    0.000    0.000 resolver.py:199(NoRootSOA)
        1    0.000    0.000    0.000    0.000 resolver.py:203(NoMetaqueries)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(EndOfStream)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 pathlib.py:386(_Accessor)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 _base.py:56(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 socks.py:70(GeneralProxyError)
        1    0.000    0.000    0.000    0.000 socks.py:90(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(ReadTimeout)
        1    0.000    0.000    0.000    0.000 client.py:1440(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:161(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(DependencyWarning)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 error.py:149(AuthenticationError)
        1    0.000    0.000    0.000    0.000 Tree.py:17(SyntaxTree)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 transaction.py:78(AlreadyEnded)
        1    0.000    0.000    0.000    0.000 tsig.py:35(BadSignature)
        1    0.000    0.000    0.000    0.000 tsig.py:70(PeerBadTruncation)
        1    0.000    0.000    0.000    0.000 exception.py:121(TooBig)
        1    0.000    0.000    0.000    0.000 name.py:70(NameTooLong)
        1    0.000    0.000    0.000    0.000 _exceptions.py:12(BrokenWorkerProcess)
        1    0.000    0.000    0.000    0.000 socks.py:74(ProxyConnectionError)
        1    0.000    0.000    0.000    0.000 zipfile.py:45(LargeZipFile)
        1    0.000    0.000    0.000    0.000 shutil.py:76(ExecError)
        1    0.000    0.000    0.000    0.000 client.py:1420(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(TimeoutError)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 oauth_error.py:40(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 error.py:153(PermissionError)
        1    0.000    0.000    0.000    0.000 Tree.py:20(ParseTree)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
        1    0.000    0.000    0.000    0.000 zonefile.py:41(CNAMEAndOtherData)
        1    0.000    0.000    0.000    0.000 xfr.py:40(UseTCP)
        1    0.000    0.000    0.000    0.000 zone.py:53(NoNS)
        1    0.000    0.000    0.000    0.000 zone.py:68(UnsupportedDigestHashAlgorithm)
        1    0.000    0.000    0.000    0.000 tsig.py:50(PeerError)
        1    0.000    0.000    0.000    0.000 tsig.py:65(PeerBadTime)
        1    0.000    0.000    0.000    0.000 exception.py:113(SyntaxError)
        1    0.000    0.000    0.000    0.000 message.py:62(BadTSIG)
        1    0.000    0.000    0.000    0.000 message.py:67(UnknownTSIGKey)
        1    0.000    0.000    0.000    0.000 name.py:57(BadPointer)
        1    0.000    0.000    0.000    0.000 __init__.py:63(EmailUndeliverableError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:84(WouldBlock)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 client.py:1423(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1449(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:171(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 oauth_error.py:32(InvalidClientError)
        1    0.000    0.000    0.000    0.000 oauth_error.py:44(InvalidScopeError)
        1    0.000    0.000    0.000    0.000 oauth_error.py:52(UnsupportedResponseTypeError)
        1    0.000    0.000    0.000    0.000 Tree.py:23(RuleNode)
        1    0.000    0.000    0.000    0.000 Tree.py:26(TerminalNode)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:213(_check_available)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 events.py:42(StreamEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:78(SequenceEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 zone.py:58(UnknownOrigin)
        1    0.000    0.000    0.000    0.000 zone.py:73(NoDigest)
        1    0.000    0.000    0.000    0.000 tsig.py:55(PeerBadKey)
        1    0.000    0.000    0.000    0.000 name.py:65(NeedAbsoluteNameOrOrigin)
        1    0.000    0.000    0.000    0.000 name.py:78(AbsoluteConcatenation)
        1    0.000    0.000    0.000    0.000 resolver.py:206(NoResolverConfiguration)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 shutil.py:86(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 exceptions.py:57(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(InvalidProxyURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:112(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(InsecureRequestWarning)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 oauth_error.py:36(InvalidGrantError)
        1    0.000    0.000    0.000    0.000 oauth_error.py:48(UnsupportedGrantTypeError)
        1    0.000    0.000    0.000    0.000 Tree.py:29(ErrorNode)
        1    0.000    0.000    0.000    0.000 Errors.py:161(ParseCancellationException)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 socketserver.py:694(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 query.py:94(NoDOH)
        1    0.000    0.000    0.000    0.000 zone.py:63(UnsupportedDigestScheme)
        1    0.000    0.000    0.000    0.000 tsig.py:45(BadAlgorithm)
        1    0.000    0.000    0.000    0.000 name.py:61(BadLabelType)
        1    0.000    0.000    0.000    0.000 name.py:74(LabelTooLong)
        1    0.000    0.000    0.000    0.000 name.py:83(NoParent)
        1    0.000    0.000    0.000    0.000 name.py:87(NoIDNA2008)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 socks.py:86(SOCKS4Error)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.000    0.000 core.py:21(where)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 exceptions.py:194(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 socks.py:78(SOCKS5AuthError)
        1    0.000    0.000    0.000    0.000 socks.py:82(SOCKS5Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(RequestsWarning)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1384(final)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
